id,income,gender,PrepaidorOther,fraud indicator,Different State ,transactionamt,relationship status change,age,DeviceChange
205e2280-27cd-47bd-9636-c4596651b5c9,$148354.97,Male,0,0,0,$135708.96,0,48,1
270d6dbe-67ad-46f7-b378-8cee27835f5b,$652744.52,Female,0,0,0,$79107.73,0,52,0
b1c4ba95-3b60-403f-94bf-fb6d35fed234,$563233.51,Male,0,0,0,$88789.17,0,47,0
6cf7a315-00c2-4d5f-a3b6-d135cf2881fe,$194711.12,Agender,0,0,1,$96002.47,0,55,1
57c0ab21-05eb-4be0-84b8-5a86b8be35c3,$833064.87,Male,0,0,1,$59703.54,0,48,0
e7538186-506c-46d7-a508-65527f6500a9,$572719.91,Male,0,0,0,$76570.96,0,52,0
7fd78b29-c190-44f7-935d-5427adbc4afe,$517732.57,Male,0,0,1,$149390.33,0,49,0
872630df-9a38-4e6e-8197-b5807e144661,$925066.11,Female,0,1,1,$131628.58,1,47,1
ee80d764-fbe7-4483-9096-05ce082aa8e1,$635243.88,Male,0,0,0,$25872.12,0,52,1
ae29f825-5d36-4926-831f-8d64e753e740,$761181.62,Female,0,0,0,$145679.95,0,49,1
9baf771d-bfe8-4bd1-aeb4-52984d44a2e9,$799680.66,Male,0,0,1,$47514.26,0,52,0
cf06c49c-8829-477a-9caa-a87595d1224a,$76589.88,Female,0,0,0,$133771.26,0,52,1
17fef5e2-8553-407d-8faa-6c439fd50d51,$147021.54,Female,0,0,0,$129339.77,1,50,0
6ad5fec0-7f41-4d1b-a665-a8c574d65c09,$536061.56,Female,1,0,0,$1898.29,0,52,0
8756acc2-42a4-463f-9037-bca5684b9285,$857591.38,Female,0,1,0,$41696.65,0,49,0
4ca474bb-bd8e-4b7b-8223-cb04e21e659b,$591642.97,Female,0,0,1,$118513.01,0,49,1
6385fc34-e284-46b6-b31f-4523e6c6fb8f,$296854.26,Male,0,0,0,$21545.15,0,52,1
00853404-937a-4b2e-893a-69b84231e51b,$754590.64,Female,0,0,0,$28867.36,0,49,0
eeb21944-7c47-4f4d-85b4-f8e09244f365,$211097.40,Male,0,0,0,$122901.50,0,51,1
26b78fa8-6a56-453a-8894-2177c8a69271,$399348.22,Male,0,0,1,$113476.65,1,50,0
c0918f94-afa6-40be-8477-7f58098d65bb,$559735.32,Female,0,0,0,$22209.54,0,53,1
eaf47a09-6901-496b-9c38-d9049c4e3545,$844903.31,Male,0,1,0,$7319.05,0,49,1
00e06f51-cded-4c01-98d5-3800b8da2276,$838190.46,Female,0,0,0,$84311.36,0,52,0
f85b77ad-15e6-4bd1-920a-c83589af23ce,$130559.55,Female,0,0,1,$128234.13,0,48,0
a05ee3b4-e5f6-4b1c-aa6a-a8f924c51bef,$269961.85,Male,0,0,0,$128589.82,0,52,1
cb612d36-4671-4f1d-9b60-32d2013b6ae5,$746627.55,Male,0,0,1,$142060.51,0,47,1
1cb1d9b4-145c-4755-b2a7-9a69e6c6d3cf,$921488.71,Female,0,0,0,$6107.11,0,48,1
6b8d4b93-1aac-4d11-ad5f-74ff1f5d3bf9,$419351.24,Female,0,0,0,$103529.42,1,53,0
5df5d8e1-281d-4eb0-96fe-1cef5b2c61b1,$170188.01,Male,0,0,1,$19228.08,0,49,0
bf4ff233-f787-4137-b766-269018340235,$839531.66,Polygender,0,0,0,$93907.15,1,53,0
bce42af3-c7ca-4ae0-a642-1fe764b0531a,$760223.76,Female,0,0,0,$136809.12,0,49,1
0101ac82-c9b3-4600-b1e8-e8369a0b44d8,$643536.06,Male,0,0,0,$16214.42,0,53,1
1a16f300-54e7-4ef4-be07-80cfcc302e0a,$733321.23,Female,0,0,0,$109698.43,0,47,1
33a22dbc-07ed-42cc-b13e-1e1713130336,$997159.02,Male,0,0,0,$113590.38,1,52,0
d94d598a-e15f-45e7-ad7f-cfbb990928bd,$957846.27,Male,0,0,0,$34586.63,0,48,0
c6a5338b-4c97-4420-ba2a-9a4bbfa337cc,$877775.34,Male,0,1,0,$85734.32,0,48,1
da68b6d0-5860-48af-a7f6-02feb96d60b7,$968171.10,Male,0,0,1,$105753.72,1,53,0
66aa48e1-a0a3-42e3-8af7-6b7151caf426,$595501.24,Male,0,1,0,$54891.22,0,49,0
e1c25e69-9fd6-410e-b30a-175974d873f7,$773986.32,Female,0,0,0,$142421.86,0,49,0
17675b7d-8630-4c15-b765-12a33becb81b,$494161.62,Female,0,0,0,$69402.61,0,52,1
806fc1ef-ae43-4173-95f7-7cc229657227,$601807.69,Female,0,0,0,$52125.93,0,50,1
84a5f4e4-98d4-4588-92bb-02607f4e5284,$317814.43,Female,0,0,1,$119066.33,0,54,1
1b546894-a542-43db-9454-9ace3cbdd29d,$47889.53,Genderfluid,0,0,0,$110936.44,0,49,1
90d2b9de-42f6-44be-b1db-539e9250dd46,$467243.37,Female,0,0,1,$115117.50,1,50,0
958b82cb-19b5-42f7-afa3-d33c67ac9a1c,$427253.39,Genderfluid,0,0,0,$129982.58,0,49,0
ab2e37b9-dd3c-4833-809c-0f0252f0d6ef,$492783.86,Female,0,0,0,$48176.42,0,50,1
6b8c4e33-cdfb-4d1b-96cb-0e9acce327e9,$41424.40,Male,1,1,0,$99871.43,0,49,1
1bcdeb7e-a51a-4f5e-9bb7-f99d1df194d3,$483339.46,Female,0,0,0,$147446.67,0,54,0
1259362b-4f2c-4415-ae53-461323b9109b,$534947.12,Male,0,0,0,$115888.18,0,51,1
fe25bf2c-b2a6-420d-bfce-33c7901e0764,$177532.99,Bigender,0,0,0,$140286.84,0,48,1
08f77959-75d6-4293-9ad3-f9927f6fff88,$267129.63,Female,0,1,0,$55747.41,0,50,1
da9607f2-cfa2-41ac-add7-9d31aea46d1f,$148407.40,Male,0,0,0,$60605.80,0,50,0
3cb8de60-ab3d-493f-bb59-0c5944118e81,$293898.75,Female,0,0,1,$4120.19,0,49,1
70f7b316-174f-48e3-aa6f-c455b4d6ca7a,$764353.46,Male,0,0,0,$147452.03,0,51,0
e99f2c86-e5bf-4536-952d-dcd16ed2f120,$191457.01,Female,0,1,0,$33409.06,0,51,0
89d8da53-2eae-40d3-90b1-2d3373736038,$736147.34,Female,0,0,0,$126339.39,0,50,0
335cc19f-1078-4c71-9cc9-296a772570a9,$36949.55,Male,0,0,0,$61242.17,1,50,1
4652160e-d34a-4016-8ec4-2ad34779725d,$158701.26,Genderqueer,0,0,0,$116263.82,1,48,1
a93edd5e-daa1-42fa-8d98-724a6a233338,$291483.08,Female,0,0,0,$125674.57,0,50,0
b76b430b-502f-4d20-bbc8-77482fab9156,$49402.29,Male,0,1,1,$127772.18,0,48,1
5d9f0549-7aae-446a-b3d0-fe5f70d5d0da,$601613.80,Female,1,0,0,$86198.67,0,50,1
5be1ae23-8baf-4ee5-862b-1466a02cab1c,$68180.98,Male,0,0,0,$122494.67,0,47,0
18758feb-a5de-4bc2-858f-515394b625a4,$231076.88,Female,0,0,0,$75831.10,0,53,0
fccfead5-75fc-403b-a87c-339082dd7b43,$821734.78,Male,0,0,1,$56938.54,0,50,1
0d940a05-e1f3-4ab3-82ba-6379ca807bd1,$137818.40,Male,0,0,0,$103789.02,0,48,0
56f1ec8f-1885-4d84-a37e-614046ca8f25,$195321.11,Female,0,0,1,$147493.74,0,53,0
e25f3be6-a6c7-46e0-a06b-d4833c3b9e96,$375054.30,Bigender,0,0,0,$52382.37,0,49,0
eae02351-49b9-40aa-bb9c-c3a92ed85c1b,$821333.65,Female,0,0,0,$6337.81,0,50,0
7ed91572-91a0-4c00-aaeb-2513476d5dd3,$620770.24,Non-binary,0,0,0,$9330.16,0,53,1
287a4f77-3f66-4372-a7a3-f254b0d96955,$807763.92,Male,0,0,0,$20220.86,0,50,0
4d95e336-9c99-45e1-a974-b620920a626e,$905554.18,Female,0,0,1,$50450.02,1,50,1
157f5690-6195-4faf-9928-00b79e488e9c,$49963.54,Male,0,0,1,$108844.05,0,47,0
e86e3f1e-b206-4537-b8ef-9cdc277bb9c3,$276650.07,Female,0,0,1,$123224.58,0,48,0
cf331a19-39a1-4ea6-9fe0-7f0fea382e9b,$742665.26,Non-binary,0,0,0,$11207.77,0,51,0
f0d07f46-7942-4b51-acf5-afc12539d844,$529262.65,Agender,0,0,1,$43254.42,0,47,0
23919e1e-1727-4b4b-9c70-4f24b1fcc411,$850253.30,Male,0,0,0,$118321.65,0,49,0
cfb6ad9c-8250-43b4-bca9-35ac59fcce51,$311020.24,Male,0,0,0,$34783.58,1,49,1
041925a3-666f-434e-98ee-8b665a342e10,$850868.32,Male,0,0,1,$143968.70,0,51,1
7a5975a9-db7d-4902-bdfd-21c399e255b9,$251132.13,Female,0,0,1,$9884.19,0,52,0
8ba3e020-9464-434e-8dd0-1504175a3c98,$548180.81,Female,0,0,1,$11356.10,0,51,0
600d9d17-22b1-4cf0-a42d-09a5d5ea21f2,$510069.42,Male,0,0,0,$137524.22,0,51,0
085e2ea1-78c5-49c3-8935-3c02cdb62d8d,$961059.91,Male,0,1,1,$54967.44,0,51,1
b45f21aa-d363-40e0-8bbb-dc1285c196a3,$638668.95,Male,0,0,1,$39508.86,0,49,1
ef57adc7-dc23-4fa0-b728-b897d1886a87,$295750.10,Male,0,1,0,$36423.21,0,49,1
454b6d6a-443d-4d74-98d0-205f0fa1972f,$804310.57,Female,0,0,1,$136737.13,0,49,0
e754ab65-dd80-4c5b-a3db-c2f06f61d0e7,$989198.87,Agender,0,0,0,$56881.60,0,52,0
bf13f5f1-db65-41dc-a3b1-02d9a5834700,$203599.77,Female,0,0,0,$40528.23,1,49,0
7a05a632-a792-47fa-81cf-64d2e07b4500,$289983.72,Female,0,0,0,$15797.00,0,47,0
0dd8c4c3-629c-4ed4-94b0-4c1a8734ba0e,$90509.70,Male,0,0,1,$29666.29,0,49,1
188eafa4-0b5c-422f-897b-d270bbc4a756,$860260.95,Female,0,1,1,$116630.58,0,52,0
63716af8-9b6f-4ca1-84db-47063df695c3,$167826.82,Male,0,0,0,$79327.59,0,50,0
05278220-fd73-4e89-a6eb-7fe9551e8e3a,$250523.38,Genderqueer,0,0,0,$117741.85,0,49,0
7ea412c4-78a1-4488-bc7f-781910257c90,$50137.73,Male,0,0,1,$64012.76,0,47,0
92b20850-dfe4-4517-a714-044e05878e3c,$253670.95,Male,0,0,0,$39602.51,0,51,1
dffcde17-6dd8-4636-8482-c81e747bcad0,$605139.89,Female,0,0,0,$7355.60,0,47,0
028b5057-7673-4436-ad8d-507e8caa7e6b,$335478.50,Female,0,1,1,$89210.88,0,50,0
1a9ff2bd-a209-4605-a1a4-3a866d50f53b,$839699.10,Non-binary,0,0,1,$112629.87,0,48,0
907e025b-a3c9-4ebf-b327-190ee1f5e8e1,$922080.97,Male,0,1,0,$30648.30,0,50,0
1656280f-76ee-459b-b618-6d83ae8e394d,$512287.64,Polygender,0,0,0,$144882.35,0,53,1
b5ec0b3a-46f8-43ca-82b4-30ce15c6fce7,$587941.13,Female,0,0,0,$103359.19,0,49,0
9d554875-63c2-4487-9219-d1d42844c59a,$642318.57,Female,0,0,0,$120614.97,0,53,0
dc2e80af-e0f2-4250-987e-9546f4227d8e,$128773.79,Male,0,0,0,$53445.94,0,58,1
38862a1f-7d99-4079-af79-5a9a55ad1099,$922493.48,Male,0,1,0,$76899.14,0,47,0
1ddf6ca2-6ec1-4b7e-a345-bb1890e9a08f,$603388.80,Male,0,0,1,$83823.78,0,51,1
3a3ab8c5-9b78-4b69-b8c9-6e9ba10cee6e,$13582.07,Female,0,0,0,$2642.50,0,51,0
7f89b457-85f3-4b8f-b235-f79dc9e07dbd,$813705.17,Female,0,0,0,$12138.68,0,48,1
68c4fb6f-0082-4c7a-a0cb-2e92941f2a1d,$277317.72,Male,0,0,0,$141706.54,0,48,0
b18bf570-f049-4e62-afc2-bd6b67a6e6ed,$765596.41,Male,0,0,0,$73041.80,0,53,1
aed61db5-7064-49be-9bfb-8b94786c0403,$37307.98,Female,0,0,0,$35787.84,1,52,0
cbc1cf57-55f4-4680-8d99-9c686b463fa7,$198387.28,Female,0,0,1,$55931.75,0,46,0
75b35c2c-b3d8-4ed8-88e3-c7a1eb6b823c,$932483.82,Polygender,0,0,0,$105308.92,0,51,1
82c8c453-e555-4dc4-b032-6e7e143e7657,$369438.67,Male,0,1,1,$97197.19,0,50,1
e3f7103a-7bb1-487e-9d4d-53a989b4ff5d,$416782.79,Female,0,0,0,$41697.40,0,49,1
678ce000-4918-49dc-b253-32a248732227,$125586.40,Polygender,0,1,0,$39839.40,0,49,0
85b40caf-957e-4194-820c-1d0174510369,$913512.42,Male,0,0,0,$108111.49,0,50,0
cbf331d2-2257-4818-8de6-b228abe4ff10,$741016.18,Female,0,0,0,$33887.52,0,51,0
5849c111-f03d-4044-87e1-521c2eb74ede,$89964.79,Female,0,0,0,$24660.50,0,48,0
d5dcfcbb-a44e-4e4b-a641-6a46e5024eaa,$993006.81,Male,0,0,0,$112534.36,0,50,1
95ec6be7-72d0-4de0-bdfe-4c6012fbe389,$205732.57,Female,0,1,0,$88458.29,0,49,1
d38dbc32-6a8a-40e3-8643-da0f72efe72d,$848763.92,Female,0,0,0,$146180.24,0,48,1
55ef9e40-573a-4596-8989-058a9400cf6f,$77713.92,Female,0,0,0,$124503.90,0,50,0
e4ef5da5-ca5e-4e94-a664-883f2ba8c13f,$234128.94,Male,0,0,1,$19429.84,0,51,0
7b11d327-0eb9-4a18-8ddf-5619c8c42dbd,$345331.67,Female,0,0,0,$138887.46,0,50,1
c6f03fdb-063e-444c-acf5-69c2d5f62e82,$82373.34,Male,0,1,0,$64432.20,0,47,1
6b84d957-ea73-484e-ac36-3885d6f0c606,$234728.07,Male,1,0,1,$112721.21,0,51,1
c584d43c-c78d-4c89-8be6-8cd067f58a4f,$39057.36,Male,0,0,1,$66248.66,0,51,1
4e4b706f-a1e6-4ae4-81fc-1bfd54595f5b,$899239.77,Female,0,0,0,$110243.37,0,49,0
eae4afb2-36ae-47e2-a6d1-32aec4238b10,$152256.90,Male,0,0,0,$132123.48,0,53,0
42261614-1f6a-47d4-b397-8d55cecdc132,$236760.12,Female,0,0,0,$116586.24,0,52,0
8f333a4c-73a7-466d-9ae3-b8f55b7e7dd6,$405898.63,Female,0,0,0,$620.64,0,44,0
9319f090-a631-4dd3-8e1c-0255c8be3c07,$562847.07,Female,0,0,1,$40891.94,0,50,0
ca8e3c45-c3b6-4f68-9322-ad39f6d5fa3f,$129453.13,Female,1,1,1,$24318.35,0,50,0
89c4e19f-bb3f-4a4b-92b6-b6067ede4b26,$696436.16,Female,1,0,1,$19353.74,0,47,1
0b0b2721-3939-4ccf-8910-633d46d95b9f,$11306.02,Female,0,0,1,$37716.36,0,45,1
aaf3153c-7cc1-49bd-ae43-ce8578635f74,$447997.86,Male,0,0,0,$53848.01,0,51,1
27c61d02-4655-4a39-a889-f7de512e2c00,$844692.27,Male,0,0,0,$59289.24,0,50,1
2d0e3285-460a-4e84-ab82-ed7b95845ef1,$465984.98,Agender,0,0,0,$107950.97,0,50,0
4968ab7b-b52b-4f76-b6eb-18f9761b2f67,$535308.05,Male,0,0,1,$13291.46,0,50,0
a121fde0-5e5a-4bbb-870e-2b95f1987f78,$107144.02,Male,0,0,1,$31534.30,0,55,1
befcad0c-bd99-4daa-a288-458945e12d10,$857518.99,Female,0,0,0,$85252.69,0,51,1
a43223f0-cc33-408e-944a-442329bf5ae6,$667008.89,Female,0,0,1,$137634.09,0,48,0
8d659bf3-29b1-40ce-8124-d6b6fe627330,$890433.50,Male,0,1,0,$93982.97,0,50,1
07a857ec-7171-4ec8-b69c-d89dfb79ae8b,$440170.02,Female,0,1,0,$14605.19,0,49,1
d0fcdedc-ca79-4b93-952c-56c00affc0d1,$257476.86,Male,0,0,0,$90429.79,0,50,1
da81dd78-c8d4-460d-a7b7-c364a0c693b6,$156819.88,Female,0,0,0,$40784.41,0,49,0
5e3da266-4e30-4464-a437-7e787548f7d1,$451175.13,Female,0,0,0,$20358.02,0,50,0
3d424714-481e-4625-b8d3-daec49324a5c,$733535.41,Male,0,0,1,$116270.26,0,50,0
0935a933-9f0a-4bc9-8526-c6b50998bdc8,$141962.28,Female,0,0,0,$92728.98,0,49,0
e49ef0ae-1ff7-4bd8-a188-59eff3252e42,$73622.92,Female,0,0,1,$136163.48,0,48,1
0e52e2bf-2469-4a51-b6f4-d6d7f9f774ca,$893600.29,Male,0,0,1,$44001.71,0,53,0
a1ee1fba-1851-4c78-b92c-7d7998e290a9,$9501.75,Male,0,0,1,$68065.76,0,50,1
619a2206-6a34-412f-a274-144143597ef2,$544734.53,Male,0,0,0,$28888.56,1,50,0
ddfd66da-d1bf-4ebf-8601-71d079c3d058,$8596.29,Male,0,0,0,$98841.29,1,48,0
0780fdc9-1e9a-4ae3-be78-0cbf5d625bfa,$316562.04,Male,0,0,1,$54736.27,0,49,1
d3680f6c-c87b-4c98-b771-65d1a9b70c76,$609675.95,Genderqueer,0,0,1,$138860.01,0,56,0
b161815d-a8a4-4b84-85f3-91dd371ee31f,$232906.65,Polygender,0,0,0,$33066.45,0,50,0
71112b7e-3911-4bc2-afe9-68deee088752,$94624.78,Male,0,0,0,$105410.39,0,51,0
3d8e223c-405f-495e-9216-4e4212e88ff7,$606416.97,Male,0,0,0,$141324.13,0,49,1
1fe74ee4-2b3a-4004-9dba-506a212584d6,$91119.28,Female,0,0,1,$43054.87,0,47,1
2eab3708-b967-4e3f-8f1e-66d371981084,$139798.23,Female,0,1,1,$89293.24,0,49,1
43c82234-045d-4eb4-914e-b87c7fdc1754,$202797.04,Female,0,0,0,$90899.74,0,51,1
a8d26e87-07c4-48c2-84be-cf51783d7c3d,$888588.40,Female,0,0,0,$28091.62,0,54,0
92b00d93-e08e-480c-9f43-699701a37ca8,$317671.52,Female,0,1,0,$87428.81,0,48,1
d9192fc4-ffa9-4236-a577-4993debd5d54,$113593.71,Female,0,0,0,$133542.06,0,50,1
22411801-44a8-4e9d-8757-fd7a0ee1335a,$838390.01,Polygender,0,1,0,$125273.61,1,51,1
c5d4a849-83b8-4bb0-b8a7-6133a7d74823,$166306.07,Male,0,0,0,$3327.87,0,56,0
c36bef3e-5c74-4bb5-8762-9e1d350cb09d,$478504.27,Male,0,0,1,$16299.48,0,52,1
c7362aee-e55d-4fd3-90e7-abe7ee848c02,$321198.75,Male,0,1,1,$37360.44,1,48,1
68d73c53-33d6-4d14-9014-2689384d3918,$623307.81,Male,0,0,1,$114176.06,0,50,0
7f6a36d1-bb9a-4c2e-be2e-5c292368f14a,$728158.90,Female,0,0,1,$82625.92,0,50,1
38e9283f-d4ab-4492-9dd9-35865860e33a,$786179.07,Female,0,0,0,$148715.85,0,52,0
0aaa0755-f67d-4c28-9383-97e086c52289,$282390.28,Female,0,0,0,$16393.62,1,49,1
36d7509d-a020-43a3-9ddc-dbb7a738b31d,$223901.22,Male,0,0,1,$84813.75,0,51,0
be0b565a-453f-4683-b428-82835fe1d474,$325805.37,Female,0,0,0,$63590.57,0,49,0
37ef5f15-8282-4af6-9863-e1afbb77ce86,$382520.74,Female,0,0,0,$121519.81,0,52,0
02a068a0-fda1-476a-b15d-a61e89c82fa6,$132692.59,Female,0,0,0,$126398.33,0,48,1
ed828427-7894-41f1-aaf5-74afa3d59f3e,$714353.98,Female,0,0,0,$29306.42,0,48,1
417fb4c7-1d27-4e09-8002-3133dca7fc95,$527101.27,Female,0,1,0,$87966.72,1,49,1
b111568c-a2f0-4cc6-8734-8f72ac5ba431,$165885.48,Female,0,0,0,$34348.74,0,49,1
aaf24bc4-8576-4db7-8b7e-731aa77522f4,$980142.92,Agender,0,0,0,$99149.03,0,48,0
6fc2130c-c443-49b8-a1da-0b545f7bc5a4,$198886.22,Genderqueer,0,0,0,$86722.15,0,52,0
b41c0694-546a-4bf7-9625-0389610d90a4,$755247.23,Female,0,0,1,$129497.53,0,50,1
912787aa-3d12-4c78-b8cd-4d0489a4a721,$276796.52,Female,0,0,0,$100205.70,0,53,1
cfbb5d48-cd76-465b-9882-8df7ba3c76cc,$72256.88,Non-binary,0,1,0,$11998.84,0,53,1
3fff891f-87f3-4cd9-a634-b841befd5a8b,$596721.37,Male,0,0,0,$127691.38,1,50,0
cab294e4-dd73-41af-a51a-5d0457223f29,$51534.53,Female,0,0,1,$110661.10,0,47,0
5ace8814-ce9e-46d6-b458-7b3a93e8aa23,$863768.37,Male,1,0,1,$42033.67,0,49,0
fb4e1ace-0dbf-4427-8c08-53cd695e6eb5,$327008.03,Female,0,0,0,$57071.49,1,49,1
54bbfa7c-a258-4bad-996b-5a084097f608,$617512.51,Female,0,0,0,$117326.57,1,50,1
835a3151-d09c-4dce-bdd6-83018885cd46,$879981.68,Female,0,0,1,$62262.76,0,46,0
49e691bb-bfdb-4211-b561-b4b3964d9626,$37862.97,Male,0,0,0,$123090.46,1,46,1
8afcd338-26dd-4cdf-9d3c-9e85bfd8633b,$974243.98,Non-binary,0,0,1,$66163.63,0,49,0
bbad775f-14ed-4c0e-9f8d-3f5712846f1f,$10837.12,Male,0,0,0,$59496.71,1,49,0
28e5a1ca-9c18-48c3-87d6-89c6a827a88a,$614452.54,Male,0,0,0,$50670.95,0,51,0
5842d16e-d618-48a8-b651-618e2fd442cf,$338452.37,Female,0,0,0,$4870.78,0,50,0
c1d374b1-a740-4533-9928-84269d372755,$244987.23,Genderfluid,0,0,0,$144695.23,0,49,0
fdacd4da-0e32-4836-9645-31dcf6cb9b02,$263157.72,Female,0,0,0,$20490.42,0,53,0
ee5c96e4-51ce-4e88-a85f-510aad2704f7,$296426.13,Male,0,0,0,$136705.70,0,52,1
ac565e71-f20d-4559-96e1-662f76b7f04a,$808103.66,Female,0,0,1,$2376.64,0,50,0
a7b3bd67-a595-42aa-916a-1b8f0c77cb49,$538466.57,Female,0,0,1,$16073.76,1,50,1
42f7b3d6-a643-4d35-a6c2-d1ae7b44ae15,$417153.79,Male,0,0,0,$31806.68,0,49,1
b2a2ba10-3cc3-4365-9ac8-be3016977db7,$235325.27,Female,0,0,0,$126529.28,0,52,0
ba1a0ce8-c5de-4e58-9a4a-76c3e6aaf71b,$123753.94,Female,0,1,1,$61217.59,1,48,0
8e28183a-2e1e-47ec-9a8f-abda7cfefe42,$906221.53,Female,0,0,1,$95258.40,1,51,1
1b0379f7-4308-4531-ae60-50122889ff63,$554943.80,Male,0,1,0,$147888.19,1,49,0
00d1b445-0aac-4bd7-8666-d9f5f1cd4ef4,$43159.59,Female,0,0,0,$39920.56,0,51,1
